x_title,cat,label
programme manager dunedin based,it,1
group accountant,freight forwarders,0
class 4 driver best rates,drivers couriers,1
online personal shopper,purchasing inventory,0
warehouse storeman,storepersons warehousing,1
menulog delivery driver - no experience required,customer-facing,0
people culture manager,marketing assistants coordinators,0
financial analyst - external reporting,accountants,1
business process expert - technology assurance,labouring,0
reliable farm manager,business development manager,0
diesel / petrol mechanic,automotive,1
business support coordinator,office administration,1
automotive parts interpreter mount maunganui,business development manager,0
intermediate - senior auditor,audit,1
nursing tutors,defence,0
french baker / chef,hospitality tourism,1
labourers 12pm-830pm - akl,process assembly,1
qualified teachers beststart waiuku,education,1
menulog delivery driver - papamoa beach,couriers,1
fitter / welder ad,womens health,0
butcher assistant,import export,0
chefs and cooks needed,hospitality tourism,1
carpenters wanted - throughout waikato region,paediatrics,0
sales advisor - albany,machine operators,0
the churlys family is getting bigger,bar staff baristas,1
natural hazards risk modeller - gns science,science technology,1
carpenters needed,building carpentry,1
class 5 dayshift,tax,0
training advisor - north/west auckland,fitters machining,0
luxury jewellery - senior sales,functional consultants,0
kaiawhina transition support worker,networking storage,0
programme coordinator auckland south,education,1
poultry process workers needed now,process assembly,1
certified driver silverdale,industrial,0
aluminium/stainless steel welder,chefs,0
experienced transport driver,drivers couriers,1
conservation manager,forestry,1
estimator and project manager,construction roading,1
experienced entry level insulation installers,housekeeping,0
intermediate / senior technician,community primary care,0
anaesthetic registrar - fixed-term feb-aug 2021,security,0
commis chef - depot full time,in-house counsel,0
early childhood teacher - taita,critical care emergency,0
hammerhands day shift - akl,call centre,0
part-time executive assistant - office of the ceo,sales reps,0
housekeepers weekdays only,hospitality tourism,1
experienced chef,hospitality tourism,1
warehouse labourer,machine operators,0
forklift driver stores person wiri,manufacturing operations,1
manager - ashburton region,central government,0
caregiver shifts available hamilton - waikato regi,caregiving,1
paint factory process worker,store managers,0
carpenter - great rates,corporate institutional banking,0
4th engineer mec3,transport logistics,1
senior automation test engineer azure,testing,1
traffic stms - level 1,brand product management,0
night shift - production loader,diesel mechanic,0
carpenter,radiography sonography,0
ems field/patrol officer - wellington,executive general management,0
ece teacher - infant room,finance managers controllers,0
change and communications lead,programming development,1
medical typist anatomical pathology labplus,cleaning,0
linehaul drivers - queensland australia,drivers couriers,1
senior cook,hospitality tourism,1
roading labourer,traffic management,1
contact centre agents,design,0
general machine operators needed,construction roading,1
orchard manager - takaka,business systems analysts,0
human resource administrator,accounts administrators,0
service transition lead,it,1
tenancy coordinator,office administration,1
traffic controller,technicians,0
experienced caregiver,caregiving,1
panel beater,drafting,0
advanced skin therapist,beautician,1
independent courier contractor - opotiki,theatre recovery,0
hd mechanic - workshop and site based,automotive,1
part-time accounts administrator,retail,0
teacher aide - auckland central,business systems analysts,0
sports leagues coordinator,healthcare,1
automotive technician/workshop foreman,accounting,0
warehouse storeman / forklift operator,store managers,0
trades assistant,paediatrics,0
fit-out carpenters - start tomorrow,building carpentry,1
pick pack position,storepersons warehousing,1
civil foreman and leading hand - auckland,boilermakers welders,0
senior graduate architect,architecture,1
car valet,tourism tour guides,0
sales executive,customer-facing,1
mandarin speaking account manager - new lynn,account management,1
call centre advisor,labouring,0
manufacturing leading hand,process assembly,1
service technician,engineering,1
regulatory analyst,advertising,0
senior project manager,engineering,1
automotive mechanic/ technician,automotive,1
produce storeperson - paknsave rangiora,retail,1
analyst service analysis and modelling,business systems analysts,1
warehouse pick packers/devanners,manufacturing operations,1
legal administrator,printing,0
foh barista all rounder,boilermakers welders,0
fish filleter,fishing,1
maintenance foreman,supervisors forepersons,1
class 2 driver with hi-ab cert,truck ht,1
registered nurse intake coordinator,secretarial,0
regional coordinator - ashburton,administration,1
senior financial analyst,analysts,1
healthcare assistant - meadowbank,quality assurance,0
registered nurse - regional renal centre,nursing midwifery,1
cardiac sonographer / echocardiographer - medical,supervisors forepersons,0
senior executive assistant whangarei,business development manager,0
beef farm worker,agriculture fishing forestry,1
centre manager - silverdale,education,1
registered nurse,finance managers controllers,0
operations manager - gastroenterology - fixed term,management,1
experienced sales assistant- rebel sport,web design,0
pharmacy technician - middlemore hospital,estimation,0
department manager - hamilton,department managers,1
head of operations - solora,glaziers,0
sales weapons we want you,management accountants,0
residential electrician service electrician,trades services,1
hammer hand - frame truss,nursing midwifery,0
sheetmetal worker,beautician,0
tow truck driver/auto dismantler,sales operations parts,1
qualified teachers preschool,early childhood,1
qualified teacher beststart glenfield,early childhood,1
senior technical business analyst,architects,1
cbd - immediate start longterm labourers needed,labourers,1
senior technical accountant,accounting,1
front of house - experience required,paediatrics,0
carton pickers,marketing assistants coordinators,0
inv labourers,trades services,1
inside sales,sales reps,1
inwards goods/store person - new world rangiora,warehouse distribution,1
business partner - industrial relations portfolio,hr recruitment,1
senior duty manager,communications pr,0
registered relievers,education,1
administrator,accounts administrators,0
experienced mechanic/ engineer,diesel mechanic,1
cleaner housekeeping - karori,housekeeping,1
5 process workers wanted -mt wellington,web design,0
senior procurement specialist,manufacturing operations,1
registered nurse - mental health and addictions,mental health,1
mitre 10 mega glenfield- special orders assistant,retail assistants,1
