x_title,cat_list,cat_list_index
distribution centre supervisor,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
distribution co-ordinator,"['transport & logistics', 'supply chain & planning']","[28, 140]"
distribution delivery driver,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
distribution line mechanic,"['trades & services', 'electrical', 'engineering']","[0, 13, 47]"
distribution line mechanics,"['trades & services', 'electrical']","[0, 13]"
distribution market leader,"['engineering', 'energy']","[47, 193]"
distribution runner,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
distribution store personnel,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
distribution team leader,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
distribution truck driver (class 5),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
"district nurse (full time, fixed term) eastern","['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
"district nurse (part time), awhinitia papakura,","['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - casual,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - community nursing - multiple,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - matamata,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - ngaruawahia/ huntly,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - rn / en,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse - thames,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district nurse rotorua,"['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
"district nurse, north, fixed term","['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
"district nurse, rodney","['healthcare', 'nursing & midwifery', 'community & primary care']","[22, 67, 155]"
district sales manager,"['sales', 'sales managers']","[57, 58]"
district wide facilities caretaker - ladbrooks com,"['government & council', 'local & regional council']","[37, 109]"
diversional therapist/activities coordinator,"['healthcare', 'occupational therapy']","[22, 107]"
do not apply,"['accounting', 'accountants', 'assistant accountants']","[10, 11, 149]"
do you want to work from home?,"['education', 'early childhood']","[4, 69]"
document management,"['office & administration', 'administration']","[30, 31]"
document management specialist,"['it', 'project management']","[2, 48]"
dogman,"['construction & roading', 'machine operators']","[8, 9]"
dogman / rigger,"['trades & services', 'labourers']","[0, 1]"
domain architect - digital,"['it', 'architects']","[2, 17]"
domain architect - digital (contract & perm roles),"['it', 'architects']","[2, 17]"
domestic,"['trades & services', 'cleaning']","[0, 86]"
domestic aid,"['trades & services', 'cleaning']","[0, 86]"
domestic cleaner,"['trades & services', 'cleaning']","[0, 86]"
domestic electrician,"['trades & services', 'electrical']","[0, 13]"
domestic packhouse manager - wilcox,"['manufacturing & operations', 'management']","[20, 39]"
domestic worker,"['trades & services', 'cleaning']","[0, 86]"
domino's shift runner/assistant manager,"['hospitality & tourism', 'management']","[14, 39]"
dominos pizza assistant store manager,"['hospitality & tourism', 'management']","[14, 39]"
dominos store manager,"['retail', 'store managers']","[71, 134]"
donor relations and bequest coordinator,"['sales', 'sales reps']","[57, 84]"
door technician,"['trades & services', 'technicians']","[0, 6]"
door to door and face to face interviewers,"['sales', 'sales reps']","[57, 84]"
door to door sales representative,"['sales', 'sales reps']","[57, 84]"
door-to-door sales & fundraising representative,"['sales', 'sales reps']","[57, 84]"
dosimetry supervisor radiation therapist,"['healthcare', 'radiography & sonography']","[22, 153]"
double deep reach operator,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
dp/senco release 0.4 - y7–8,"['it', 'telecommunications']","[2, 117]"
draftsman,"['engineering', 'drafting']","[47, 121]"
draftsperson,"['trades & services', 'air con. & refrigeration']","[0, 152]"
draftsperson / architectural designer,"['architecture', 'drafting']","[16, 121]"
draftsperson / architectural technician,"['architecture', 'drafting']","[16, 121]"
drain layer,"['construction & roading', 'labouring', 'supervisors & forepersons']","[8, 66, 70]"
drain layer - team leader,"['trades & services', 'plumbing']","[0, 114]"
drain layer and plumber needed immediately!,"['trades & services', 'plumbing']","[0, 114]"
drain layer's wanted asap - auckland,"['construction & roading', 'labouring']","[8, 66]"
drain layers - multiple positions in nelson,"['trades & services', 'plumbing']","[0, 114]"
drain laying crew member,"['trades & services', 'plumbing']","[0, 114]"
drainage and entry level machine operator,"['construction & roading', 'machine operators']","[8, 9]"
drainage assistant,"['trades & services', 'plumbing']","[0, 114]"
drainage cctv,"['trades & services', 'plumbing']","[0, 114]"
drainage excavation operator,"['construction & roading', 'machine operators']","[8, 9]"
drainage excavator operator,"['construction & roading', 'machine operators']","[8, 9]"
drainage foreman,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
drainage labour,"['construction & roading', 'labouring']","[8, 66]"
drainage labourer,"['trades & services', 'labourers', 'construction & roading', 'labouring', 'plumbing']","[0, 1, 8, 66, 114]"
drainage labourer with wtr,"['construction & roading', 'labouring']","[8, 66]"
drainage operator,"['construction & roading', 'machine operators']","[8, 9]"
drainage operator/drainlayers,"['construction & roading', 'machine operators']","[8, 9]"
drainage operators,"['construction & roading', 'machine operators']","[8, 9]"
drainage pipe layer,"['construction & roading', 'machine operators']","[8, 9]"
drainage serviceperson,"['trades & services', 'plumbing']","[0, 114]"
drainlayer,"['trades & services', 'labourers', 'construction & roading', 'machine operators', 'labouring', 'supervisors & forepersons', 'engineering', 'civil & structural', 'plumbing']","[0, 1, 8, 9, 66, 70, 47, 103, 114]"
drainlayer - new plymouth,"['construction & roading', 'labouring']","[8, 66]"
drainlayer - water reticulation,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
drainlayer / plumber / gasfitter,"['trades & services', 'plumbing']","[0, 114]"
drainlayer / truck driver / operator,"['construction & roading', 'machine operators']","[8, 9]"
drainlayer- tradesman construction based,"['trades & services', 'plumbing']","[0, 114]"
drainlayers,"['trades & services', 'plumbing']","[0, 114]"
drainlayers required!!,"['trades & services', 'plumbing']","[0, 114]"
drainlaying tradesman,"['trades & services', 'labourers']","[0, 1]"
drainlaying tradesmen,"['construction & roading', 'machine operators']","[8, 9]"
drapery consultant,"['retail', 'department managers']","[71, 142]"
draughtsman / architectural technician,"['architecture', 'drafting']","[16, 121]"
draughtsman / machine detailer,"['engineering', 'mechanical']","[47, 123]"
draughtsperson,"['engineering', 'drafting']","[47, 121]"
driller,"['construction & roading', 'project & contracts management']","[8, 101]"
driller / technician,"['construction & roading', 'project & contracts management']","[8, 101]"
driller driver,"['construction & roading', 'machine operators']","[8, 9]"
drillers offsider,"['construction & roading', 'labouring']","[8, 66]"
drilling trainee's needed!,"['construction & roading', 'labouring']","[8, 66]"
driver,"['trades & services', 'labourers', 'transport & logistics', 'drivers & couriers', 'truck ht', 'construction & roading', 'labouring', 'warehouse & distribution']","[0, 1, 28, 43, 44, 8, 66, 81]"
driver & support worker,"['healthcare', 'community & social services']","[22, 27]"
driver (2),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver (4),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver (5),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver (class 2),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 2 & 4,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 2 - liquid/hazardous,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 2 / 4,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 4,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 4 (side load),"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 4. 8pm start,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - class 5,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver - part time,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver / furniture removalist,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
driver / operations,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver / operator,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver / storeman / trade sales,"['sales', 'sales support']","[57, 148]"
driver / storeperson,"['transport & logistics', 'warehouse & distribution']","[28, 81]"
driver and manual labour,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver class 2,"['construction & roading', 'machine operators', 'transport & logistics', 'drivers & couriers', 'truck ht']","[8, 9, 28, 43, 44]"
driver class 2 operator / labourer,"['construction & roading', 'labouring']","[8, 66]"
driver class 4,"['manufacturing & operations', 'machine operation', 'transport & logistics', 'drivers & couriers', 'truck ht']","[20, 21, 28, 43, 44]"
driver class 4 - sealing crew,"['construction & roading', 'machine operators']","[8, 9]"
driver filler,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver filler - christchurch,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver filler - ohinewai,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
driver installer - porirua,"['trades & services', 'labourers']","[0, 1]"
driver machine operator,"['construction & roading', 'machine operators']","[8, 9]"
